Date,Open,High,Low,Close,Volume,Date_str
2019-09-24,61.415587240068895,61.76773556719349,59.96142610732814,60.34230041503906,35804000,2019-09-24
2019-09-25,60.22739338252492,61.81280906268168,59.89010305687391,61.70978927612305,26798000,2019-09-25
2019-09-26,61.52157795529746,61.64688852899052,61.01044291937786,61.52900695800781,23166000,2019-09-26
2019-09-27,61.555746012725265,61.66272968580416,60.18726794078168,60.719703674316406,34122000,2019-09-27
2019-09-30,60.45472990890433,60.79202023441614,60.099116473506726,60.481475830078125,24470000,2019-09-30
2019-10-01,60.5483424734457,61.06195637684846,59.7093261504374,59.73161315917969,24504000,2019-10-01
2019-10-02,59.261091120470134,59.37302495619174,58.07884052130791,58.34084701538086,33030000,2019-10-02
2019-10-03,58.60928884664899,58.98867809596157,57.608810817603015,58.910919189453125,28368000,2019-10-03
2019-10-04,59.151632496809995,60.05156965533059,58.98719684740841,59.97727584838867,24282000,2019-10-04
2019-10-07,59.781141033696585,60.37102880405795,59.650385292328075,59.84305191040039,17040000,2019-10-07
2019-10-08,59.373518147663226,59.77469940166091,58.91339610924976,58.94559097290039,20086000,2019-10-08
2019-10-09,59.500317343231046,59.85345571982782,59.34132685384259,59.55331039428711,15948000,2019-10-09
2019-10-10,59.36509695767759,60.20807333110587,59.32844696105802,59.903472900390625,12842000,2019-10-10
2019-10-11,60.62461884848483,60.858394389325234,60.110014893908655,60.21253967285156,22330000,2019-10-11
2019-10-14,60.12239596057424,60.716243857337545,60.02284505325198,60.31456756591797,13296000,2019-10-14
2019-10-15,60.499307230673374,61.768725774202345,60.470581250004656,61.52653121948242,27584000,2019-10-15
2019-10-16,61.50523386760247,62.11839865013848,61.342778283098,61.56417465209961,22986000,2019-10-16
2019-10-17,61.980216852267894,62.591896619054,61.90443799931357,62.049556732177734,20958000,2019-10-17
2019-10-18,62.14316528891871,62.31255108446506,61.42252179923315,61.634010314941406,31624000,2019-10-18
2019-10-21,61.84648862350437,62.084719280696554,61.41509256120461,61.62757110595703,18094000,2019-10-21
2019-10-22,61.63747698893606,61.84797548014588,61.408160372457424,61.47502517700195,22862000,2019-10-22
2019-10-23,61.425988085022944,62.309083345163565,61.425988085022944,62.28877639770508,21282000,2019-10-23
2019-10-24,62.36207962036133,62.5497922949152,62.027264387072705,62.36207962036133,20224000,2019-10-24
2019-10-25,62.009939680674705,62.80240201602709,61.86878483060562,62.619144439697266,27104000,2019-10-25
2019-10-28,63.14908682895057,64.34966041395941,63.01585602849154,63.841495513916016,65428000,2019-10-28
2019-10-29,63.19862281110795,63.43636224265712,62.18873185476839,62.4388542175293,52654000,2019-10-29
